intent,user_utterance,origin,new_intent,label
greeting,how you are,original,greet,4
date,what month today?,parrot,avail,0
goodbye,good night,original,bye,2
thank_you,appreciated,original,bye,2
goodbye,peace,original,bye,2
greeting,hiya,original,greet,4
no,it's a no,original,cancel,3
no,not correct,parrot,cancel,3
calendar,tell me the current calendar?,parrot,avail,0
yes,it's indeed true,original,book,1
cancel_reservation,my reservation for tonight needs to be cancelled,parrot,cancel,3
no,negative,original,cancel,3
no,negative definitely,parrot,cancel,3
greeting,what's happening?,parrot,greet,4
no,false sure,parrot,cancel,3
thank_you,thanks!,original,bye,2
greeting,"ai, how are you feeling",original,greet,4
goodbye,fairwell,original,bye,2
greeting,hola,original,greet,4
goodbye,later,original,bye,2
schedule_meeting,check if a meeting room is available between 4 and 5,parrot,book,1
no,"no, that's wrong",original,cancel,3
greeting,how you are?,parrot,greet,4
goodbye,farewell!,original,bye,2
yes,roger that,original,book,1
yes,yeah yeah,lambada,book,1
no,nada,original,cancel,3
goodbye,ai goodbye,original,bye,2
no,no!,original,cancel,3
goodbye,great talk,lambada,bye,2
date,tell me the current month and year?,parrot,avail,0
yes,let's do it,parrot,book,1
thank_you,thanks please,original,bye,2
no,nada,original,cancel,3
date,in five days?,parrot,avail,0
yes,TRUE,original,book,1
yes,good,parrot,book,1
greeting,how's my family?,parrot,greet,4
no,nope,original,cancel,3
yes,absolutely!,original,book,1
greeting,welcome,parrot,greet,4
yes,correct,original,book,1
greeting,hey it's up,lambada,greet,4
yes,i think you're right,parrot,book,1
greeting,yo how is this going?,parrot,greet,4
how_busy,how busy is iman at 8?,parrot,avail,0
goodbye,bye-bye,original,bye,2
date,today?,parrot,avail,0
greeting,how's everything,original,greet,4
date,what's my date tomorrow?,parrot,avail,0
calendar_update,eliminate the trip to scotland from my calendar on march 1st,parrot,resched,5
yes,all right,original,book,1
goodbye,goodbyes,parrot,bye,2
no,no thanks,original,cancel,3
greeting,hola!,original,greet,4
no,is it a lie?,parrot,cancel,3
goodbye,goodbye,original,bye,2
no,it's negative,parrot,cancel,3
greeting,welcome,parrot,greet,4
yes,obviously,parrot,book,1
goodbye,bye now,original,bye,2
yes,yup,original,book,1
greeting,heyo,original,greet,4
yes,uh-huh,original,book,1
reminder_update,you have to remind me,parrot,resched,5
yes,the statement is true,original,book,1
cancel_reservation,can i cancel my reservation?,lambada,cancel,3
goodbye,goodbye!,original,bye,2
how_busy,how long is the wait at chipotle?,parrot,avail,0
date,could you tell me today's date,original,avail,0
greeting,"hello, what's up",original,greet,4
how_busy,please give me an idea how busy the robinson grill is,parrot,avail,0
greeting,hello there!,original,greet,4
goodbye,send a goodbye,lambada,bye,2
greeting,salutation,parrot,greet,4
calendar,if i have any events on my calendar for saturday please let me know,parrot,avail,0
goodbye,please talk soon,parrot,bye,2
yes,definitely yes,parrot,book,1
thank_you,thank you for answering that,original,bye,2
thank_you,very grateful,parrot,bye,2
reminder_update,remember to give the cat fleas medicine,parrot,resched,5
how_busy,"around nine, is ambrosio busy",original,avail,0
goodbye,buhbye,original,bye,2
yes,indeed,parrot,book,1
calendar,"the 21st, what is on my calendar",original,avail,0
no,erroneous,parrot,cancel,3
schedule_meeting,i need help with setting a meeting,parrot,book,1
no,no thanks,original,cancel,3
thank_you,thanks very much for your answer,parrot,bye,2
greeting,hello what's happening,parrot,greet,4
schedule_meeting,is the meeting room between noon and 2?,parrot,book,1
thank_you,thanks!,original,bye,2
no,not at all,original,cancel,3
no,that's totally wrong,parrot,cancel,3
greeting,whats up?,parrot,greet,4
how_busy,does the cheesecake factory have people around?,parrot,avail,0
meeting_schedule,what meetings are today?,lambada,avail,0
goodbye,go easy,parrot,bye,2
calendar,how's it going on friday?,parrot,avail,0
goodbye,good-bye,parrot,bye,2
date,what's the date we'll be there?,parrot,avail,0
cancel_reservation,cancel my reservation with brad at the longhorn,parrot,cancel,3
no,no thank you,original,cancel,3
greeting,hello what's happening,parrot,greet,4
thank_you,i'm happy with my response,parrot,bye,2
greeting,how's everything going?,parrot,greet,4
greeting,how's my feeling?,parrot,greet,4
cancel_reservation,could you please cancel my reservation for 5 at red robin,original,cancel,3
schedule_meeting,set a meeting for noon wednesday,parrot,book,1
thank_you,so grateful,parrot,bye,2
greeting,hello ai,parrot,greet,4
cancel_reservation,please cancel my reservation in the resort,parrot,cancel,3
thank_you,your answer is appreciated,original,bye,2
thank_you,thanks again!,original,bye,2
goodbye,i really enjoyed talking with you,lambada,bye,2
goodbye,thanks for talking,original,bye,2
goodbye,farewell!,original,bye,2
greeting,well how's the situation?,parrot,greet,4
greeting,what's new,lambada,greet,4
yes,TRUE,original,book,1
yes,affirmative,original,book,1
date,please give me the day today,parrot,avail,0
reminder_update,remind me,original,resched,5
goodbye,farewell,original,bye,2
yes,ok,original,book,1
greeting,how's life?,parrot,greet,4
greeting,how are you treated?,parrot,greet,4
greeting,all right with you?,parrot,greet,4
goodbye,on the highway,parrot,bye,2
date,is today monday?,original,avail,0
goodbye,"great chat, talk later",lambada,bye,2
date,what the day?,parrot,avail,0
yes,let's do it,parrot,book,1
yes,affirmative,original,book,1
date,is it monday?,parrot,avail,0
schedule_meeting,is there a meeting room between 2 and 4?,parrot,book,1
no,nada,original,cancel,3
yes,yes that is true,lambada,book,1
no,negation,parrot,cancel,3
greeting,aho,parrot,greet,4
thank_you,"great, thanks!",original,bye,2
date,tell me tomorrow's date?,original,avail,0
yes,uh-huh,original,book,1
goodbye,lovely conversation,parrot,bye,2
goodbye,please chat to me,parrot,bye,2
no,erroneous,parrot,cancel,3
thank_you,you're so much help,parrot,bye,2
greeting,how is this going?,parrot,greet,4
no,nay,original,cancel,3
greeting,hiya,original,greet,4
no,it seems not,original,cancel,3
cancel_reservation,get rid of my reservation at chez francois for jennifer,original,cancel,3
thank_you,i appreciate that,original,bye,2
reminder_update,maybe a reminder?,parrot,resched,5
reminder_update,save it for later,parrot,resched,5
yes,i'll say yes,parrot,book,1
meeting_schedule,what's the meeting today?,parrot,avail,0
date,date please,original,avail,0
thank_you,you made me aware,parrot,bye,2
no,not true,original,cancel,3
greeting,hi there alexa,original,greet,4
thank_you,thanks for answering that,lambada,bye,2
yes,that makes sense,lambada,book,1
greeting,hola!,original,greet,4
thank_you,thank you,original,bye,2
no,definitely not,original,cancel,3
reminder_update,add me a reminder?,parrot,resched,5
no,not correct,parrot,cancel,3
calendar,please check my calendar for march 4 2019 please,parrot,avail,0
goodbye,thanks goodbye,parrot,bye,2
schedule_meeting,are meeting rooms open between 10 and 11 am?,parrot,book,1
yes,absolutely,original,book,1
how_busy,how long will the wait be for a t-shirt recut at mcdonald's,lambada,avail,0
thank_you,i'm really grateful,parrot,bye,2
date,what day?,parrot,avail,0
date,what's the date in two months,lambada,avail,0
goodbye,goodnight,original,bye,2
goodbye,ai goodbye,original,bye,2
no,but it's wrong,parrot,cancel,3
how_busy,how busy will cheesecake factory be around 7pm,lambada,avail,0
date,a year?,parrot,avail,0
thank_you,good job,lambada,bye,2
yes,it's positive,parrot,book,1
calendar,do i have anything scheduled on my calendar for next tuesday?,original,avail,0
goodbye,peace out!,original,bye,2
no,no,lambada,cancel,3
how_busy,how long will the wait time at olive garden be?,parrot,avail,0
greeting,salutation,parrot,greet,4
no,yes it's false,parrot,cancel,3
goodbye,see ya,original,bye,2
greeting,ahoy,lambada,greet,4
cancel_reservation,i need to cancel my reservation for dinner in carnelian lake,parrot,cancel,3
reminder_update,please remind me of something?,parrot,resched,5
goodbye,bye bye,lambada,bye,2
date,what's my date today?,parrot,avail,0
thank_you,thank you for making my life easier,parrot,bye,2
goodbye,i’m leaving-goodbye!,original,bye,2
greeting,how is ai feeling?,parrot,greet,4
no,that's erroneous,parrot,cancel,3
how_busy,is the chili's usually crowded around 6pm?,lambada,avail,0
yes,definitely,original,book,1
how_busy,how much time will the restaurant be open for,parrot,avail,0
thank_you,thank you for my time and effort,parrot,bye,2
yes,TRUE,original,book,1
no,thanks no,parrot,cancel,3
yes,TRUE,lambada,book,1
goodbye,goodbye,original,bye,2
no,no!,original,cancel,3
no,invalid,original,cancel,3
goodbye,"no problem, goodbye",lambada,bye,2
thank_you,oh sweet thanks,original,bye,2
no,nada,original,cancel,3
yes,that's right,original,book,1
thank_you,thanks for coming,parrot,bye,2
reminder_update,remember to bring raincoat tomorrow,parrot,resched,5
goodbye,good-bye,parrot,bye,2
no,yes that's false,lambada,cancel,3
greeting,welcome,parrot,greet,4
goodbye,goodbyes,parrot,bye,2
calendar,what is on my calendar for easter?,parrot,avail,0
thank_you,a million thanks,parrot,bye,2
goodbye,but until the next time,parrot,bye,2
yes,positive,original,book,1
thank_you,thank you for trying,parrot,bye,2
yes,certainly true,parrot,book,1
goodbye,enjoy my day goodbye,parrot,bye,2
thank_you,very grateful,parrot,bye,2
date,what is that day?,parrot,avail,0
calendar,can you check my calendar on saturday?,lambada,avail,0
no,i'm sorry it's not,parrot,cancel,3
yes,"yeah, that's it",lambada,book,1
yes,you got it,original,book,1
how_busy,i want to know how busy denny's is at 5 o'clock,parrot,avail,0
no,nay,original,cancel,3
how_busy,how long is the wait at olive garden currently,lambada,avail,0
greeting,"hi, how's it going",lambada,greet,4
greeting,hey hey!,original,greet,4
yes,positive,parrot,book,1
meeting_schedule,when do you meet roger?,parrot,avail,0
reminder_update,to be a professional photographer,parrot,resched,5
goodbye,adios,original,bye,2
no,that's actually false,parrot,cancel,3
yes,thats right,original,book,1
no,no,lambada,cancel,3
thank_you,your assistance is appreciated,parrot,bye,2
yes,that appears true,original,book,1
thank_you,you've been great,parrot,bye,2
cancel_reservation,i have to cancel my reservation for dinner,parrot,cancel,3
yes,approved,original,book,1
goodbye,i'm leaving,parrot,bye,2
greeting,salutations,parrot,greet,4
how_busy,how busy will the olive garden be around 8pm,parrot,avail,0
goodbye,goodbye!,original,bye,2
reminder_update,remember to remind me later,parrot,resched,5
yes,huh,parrot,book,1
goodbye,farewell,original,bye,2
no,negating,parrot,cancel,3
how_busy,i want to know how busy ruby will be at around 845 pm,parrot,avail,0
thank_you,appreciated,original,bye,2
yes,perfect,parrot,book,1
greeting,hola!,original,greet,4
no,you are wrong,original,cancel,3
no,yes that's false,lambada,cancel,3
schedule_meeting,what can i do to create a meeting?,lambada,book,1
goodbye,i'd like to see you later,parrot,bye,2
greeting,how is my day going,lambada,greet,4
thank_you,i'm grateful,original,bye,2
yes,"yep, that's correct",lambada,book,1
goodbye,this conversation was pleasant,parrot,bye,2
yes,okay,original,book,1
no,no good,original,cancel,3
yes,right,parrot,book,1
goodbye,we chatted well,parrot,bye,2
no,nope that's not right,parrot,cancel,3
no,FALSE,original,cancel,3
yes,accept,parrot,book,1
calendar,did i set the 10th as my doctor's appointment?,parrot,avail,0
no,certainly false,parrot,cancel,3
yes,yes please,original,book,1
goodbye,until next time!,original,bye,2
how_busy,is tio's busy at 8:30?,lambada,avail,0
schedule_meeting,i want a meeting,parrot,book,1
meeting_schedule,how many meetings will i have between 2 and 5?,parrot,avail,0
how_busy,what's the wait time?,parrot,avail,0
goodbye,glad i got to talk with you,parrot,bye,2
yes,accepted,original,book,1
cancel_reservation,can you undo the reservation?,original,cancel,3
thank_you,you answered my question,parrot,bye,2
thank_you,nice,parrot,bye,2
how_busy,how long will i wait for red lobster,parrot,avail,0
no,no!,original,cancel,3
no,thanks no,parrot,cancel,3
no,definitely not,original,cancel,3
yes,huh,parrot,book,1
no,that's absolutely wrong,parrot,cancel,3
yes,yeah that's right,lambada,book,1
yes,absolutely,original,book,1
calendar,what do i have on my calendar for march 10th?,lambada,avail,0
how_busy,what is the current wait time at macy's?,lambada,avail,0
yes,correct,original,book,1
goodbye,a pleasure to speak with you as always,parrot,bye,2
no,that would be incorrect,lambada,cancel,3
reminder_update,just a reminder,parrot,resched,5
goodbye,good luck,lambada,bye,2
yes,affirmitive,original,book,1
greeting,why hello?,original,greet,4
how_busy,how long will i have to wait in chili's at 7pm,parrot,avail,0
yes,positive,parrot,book,1
greeting,how's it going now?,parrot,greet,4
greeting,so how's everything?,parrot,greet,4
meeting_schedule,is there a meeting between 5 and 6pm?,parrot,avail,0
schedule_meeting,please help me find a meeting?,parrot,book,1
greeting,hello ai,parrot,greet,4
thank_you,i am grateful,lambada,bye,2
greeting,are you well?,original,greet,4
schedule_meeting,please schedule a meeting with jason,parrot,book,1
yes,can we please?,original,book,1
yes,yeah yeah,lambada,book,1
thank_you,thank you for making my life easier,parrot,bye,2
no,so that's no,parrot,cancel,3
greeting,wassup,original,greet,4
thank_you,my thanks,parrot,bye,2
greeting,good morning,parrot,greet,4
goodbye,glad we could talk,parrot,bye,2
goodbye,good bye then,original,bye,2
no,FALSE,original,cancel,3
goodbye,the talk was nice,lambada,bye,2
how_busy,is ihop busy around 6pm?,lambada,avail,0
yes,TRUE,original,book,1
thank_you,good to look at,parrot,bye,2
thank_you,you're so much help,parrot,bye,2
greeting,hello,original,greet,4
thank_you,appreciated,original,bye,2
greeting,hey yai,lambada,greet,4
goodbye,thank you for chatting with me,parrot,bye,2
goodbye,my way,parrot,bye,2
yes,"yep, that's correct",lambada,book,1
thank_you,okay thank you,parrot,bye,2
yes,good,parrot,book,1
greeting,whats up?,parrot,greet,4
yes,agreed,original,book,1
greeting,how's everything?,parrot,greet,4
goodbye,have fun?,lambada,bye,2
yes,true is my response,original,book,1
date,current day,parrot,avail,0
goodbye,fairwell?,parrot,bye,2
yes,yes that's it,original,book,1
greeting,how ya been,original,greet,4
yes,true is my response,original,book,1
greeting,how it goes?,parrot,greet,4
yes,ok,original,book,1
how_busy,how busy is imanas?,parrot,avail,0
calendar_update,clear my calendar for friday,lambada,resched,5
calendar,check my calendar for the 30th birthday party,parrot,avail,0
goodbye,later,original,bye,2
how_busy,will there be a lot of people at this restaurant before 6 am,lambada,avail,0
date,what day will it be in 14 days?,parrot,avail,0
yes,oh-huh,parrot,book,1
yes,roger that,original,book,1
calendar,what's the schedule for march 5th?,parrot,avail,0
greeting,how are you,original,greet,4
goodbye,on the highway,parrot,bye,2
no,i'll pass,original,cancel,3
no,FALSE,lambada,cancel,3
no,so that's no,parrot,cancel,3
goodbye,goodbye,original,bye,2
how_busy,is red lobster busy at 6pm?,original,avail,0
